	-0.11	9.80	-6.81	-5.44	-5.00	3449.50
-0.16	0.28	9.80	-0.06	0.12	0.12	3459.87
-0.16	0.28	9.80	-0.06	0.12	0.12	3459.88
-0.15	0.28	9.68	0.00	0.12	0.00	3459.88
-0.15	0.28	9.68	0.00	0.12	0.00	3459.89
-0.13	0.27	9.72	0.00	0.00	-0.06	3459.90
-0.13	0.27	9.72	0.00	0.06	-0.12	3459.90
-0.11	0.28	9.78	0.00	0.06	-0.12	3459.91
-0.11	0.28	9.78	0.06	-0.06	0.12	3459.91
-0.14	0.27	9.81	0.06	-0.06	0.12	3459.92
-0.14	0.28	9.79	0.00	-0.12	0.06	3459.92
-0.14	0.28	9.79	0.00	-0.12	0.06	3459.93
-0.13	0.27	9.71	0.19	-0.06	-0.19	3459.93
-0.13	0.27	9.71	0.19	-0.06	-0.19	3459.94
-0.12	0.27	9.75	0.00	0.00	-0.06	3459.95
-0.12	0.27	9.75	-0.06	-0.12	0.06	3459.95
-0.16	0.28	9.78	-0.06	-0.12	0.06	3459.96
-0.16	0.28	9.78	0.00	-0.06	0.00	3459.96
-0.13	0.28	9.80	0.00	-0.06	0.00	3459.97
-0.10	0.28	9.80	0.00	0.00	-0.06	3459.97
-0.10	0.28	9.80	0.00	0.00	-0.06	3459.98
-0.15	0.27	9.71	0.00	-0.06	0.00	3459.99
-0.15	0.27	9.71	0.06	0.06	0.06	3459.99
-0.13	0.28	9.76	0.06	0.06	0.06	3460.00
-0.14	0.26	9.76	0.06	0.31	-0.12	3460.00
-0.14	0.26	9.76	0.06	0.31	-0.12	3460.01
-0.13	0.32	9.78	-0.06	0.31	-0.06	3460.01
-0.13	0.32	9.78	-0.06	0.31	-0.06	3460.02
-0.14	0.28	9.78	-0.06	0.06	0.06	3460.02
-0.14	0.28	9.78	-0.06	0.06	0.06	3460.03
-0.17	0.28	9.68	0.12	0.00	-0.12	3460.04
-0.17	0.28	9.68	0.12	0.00	0.06	3460.04
-0.14	0.27	9.74	0.12	0.00	0.06	3460.05
-0.13	0.28	9.77	0.19	0.25	-0.19	3460.05
-0.13	0.28	9.77	0.19	0.25	-0.19	3460.06
-0.16	0.26	9.79	0.06	-0.12	0.00	3460.06
-0.16	0.26	9.79	0.06	-0.12	0.00	3460.07
-0.13	0.30	9.76	0.12	-0.12	-0.12	3460.08
-0.13	0.30	9.76	0.00	-0.06	-0.06	3460.08
-0.14	0.27	9.69	0.00	-0.06	-0.06	3460.09
-0.15	0.27	9.74	-0.12	0.06	-0.19	3460.09
-0.15	0.27	9.74	-0.12	0.06	-0.19	3460.10
-0.11	0.30	9.76	0.06	0.00	-0.06	3460.10
-0.11	0.30	9.76	0.06	0.00	-0.06	3460.11
-0.14	0.30	9.80	0.12	0.00	-0.12	3460.12
-0.14	0.30	9.80	0.12	0.00	-0.12	3460.12
-0.15	0.27	9.81	0.12	0.00	-0.12	3460.13
-0.15	0.27	9.81	0.00	-0.12	0.00	3460.13
-0.14	0.30	9.69	0.00	-0.12	0.00	3460.14
-0.13	0.27	9.75	0.06	0.12	-0.12	3460.14
-0.13	0.27	9.75	0.06	0.12	-0.12	3460.15
-0.15	0.29	9.77	0.12	0.06	-0.06	3460.16
-0.15	0.29	9.77	-0.06	0.00	-0.06	3460.16
-0.14	0.29	9.79	-0.06	0.00	-0.06	3460.17
-0.15	0.30	9.79	0.00	-0.06	0.00	3460.17
-0.15	0.30	9.79	0.00	-0.06	0.00	3460.18
-0.13	0.27	9.71	0.19	0.06	0.06	3460.19
-0.13	0.27	9.71	0.19	0.06	0.06	3460.19
-0.15	0.29	9.74	-0.06	0.06	0.06	3460.20
-0.15	0.29	9.74	0.06	0.12	0.00	3460.20
-0.13	0.28	9.77	0.06	0.12	0.00	3460.21
-0.13	0.28	9.77	-0.06	-0.12	-0.06	3460.21
-0.14	0.29	9.79	-0.06	-0.12	-0.06	3460.22
-0.13	0.25	9.77	-0.12	-0.12	-0.06	3460.23
-0.13	0.25	9.77	-0.12	-0.12	-0.06	3460.23
-0.15	0.34	9.70	-0.19	-0.37	0.00	3460.24
-0.15	0.34	9.70	0.06	0.06	0.00	3460.24
-0.08	0.27	9.74	0.06	0.06	0.00	3460.25
-0.13	0.32	9.77	0.06	-0.06	-0.06	3460.25
-0.13	0.32	9.77	0.06	-0.06	-0.06	3460.26
-0.11	0.28	9.79	0.00	0.12	-0.19	3460.26
-0.11	0.28	9.79	0.00	0.12	-0.19	3460.27
-0.17	0.31	9.77	0.12	-0.06	0.00	3460.28
-0.17	0.31	9.77	0.12	-0.06	0.00	3460.28
-0.14	0.24	9.67	0.00	0.19	0.00	3460.29
-0.14	0.24	9.67	0.19	0.19	-0.06	3460.29
-0.14	0.29	9.76	0.19	0.19	-0.06	3460.30
-0.14	0.27	9.81	0.00	-0.06	-0.12	3460.30
-0.14	0.27	9.81	0.00	-0.06	-0.12	3460.31
-0.13	0.31	9.81	0.12	0.00	-0.06	3460.32
-0.13	0.31	9.81	0.12	0.00	-0.06	3460.32
-0.13	0.26	9.76	-0.06	-0.06	-0.06	3460.33
-0.13	0.26	9.76	0.12	0.19	-0.06	3460.33
-0.14	0.29	9.72	0.12	0.19	-0.06	3460.34
-0.14	0.28	9.74	0.00	0.06	0.06	3460.34
-0.14	0.28	9.74	0.00	0.06	0.06	3460.35
-0.15	0.30	9.77	0.12	0.06	-0.25	3460.36
-0.15	0.30	9.77	0.12	0.06	-0.25	3460.36
-0.12	0.30	9.78	0.06	0.00	-0.06	3460.37
-0.12	0.30	9.78	0.06	0.00	-0.06	3460.37
-0.13	0.27	9.73	0.06	0.06	-0.19	3460.38
-0.13	0.27	9.73	0.00	-0.12	0.12	3460.38
-0.13	0.28	9.69	0.00	-0.12	0.12	3460.39
-0.18	0.28	9.74	0.12	0.00	0.06	3460.40
-0.18	0.28	9.74	0.12	0.00	0.06	3460.40
-0.13	0.28	9.76	0.00	0.00	0.06	3460.41
-0.13	0.28	9.76	0.00	0.00	0.06	3460.41
-0.15	0.27	9.80	0.12	0.19	-0.06	3460.42
-0.15	0.27	9.80	-0.06	0.19	0.00	3460.42
-0.13	0.27	9.77	-0.06	0.19	0.00	3460.43
-0.15	0.28	9.70	0.00	-0.12	0.06	3460.44
-0.15	0.28	9.70	0.00	-0.12	0.06	3460.44
-0.13	0.27	9.74	0.06	-0.06	-0.12	3460.45
-0.13	0.27	9.74	0.19	0.06	0.12	3460.45
-0.14	0.30	9.80	0.19	0.06	0.12	3460.46
-0.14	0.30	9.80	-0.25	-0.12	0.06	3460.46
-0.13	0.28	9.78	-0.25	-0.12	0.06	3460.47
-0.15	0.30	9.81	-0.12	0.00	0.06	3460.48
-0.15	0.30	9.81	-0.12	0.00	0.06	3460.48
-0.11	0.28	9.73	0.19	0.06	0.00	3460.49
-0.11	0.28	9.73	0.06	0.00	-0.06	3460.50
-0.11	0.30	9.75	0.06	0.00	-0.06	3460.50
-0.15	0.30	9.76	0.12	0.12	0.00	3460.51
-0.15	0.30	9.76	0.12	0.12	0.00	3460.51
-0.16	0.28	9.79	0.12	0.06	-0.12	3460.51
-0.16	0.28	9.79	0.12	0.06	-0.12	3460.52
-0.12	0.30	9.81	-0.12	-0.06	0.06	3460.53
-0.12	0.30	9.81	-0.12	-0.06	0.06	3460.53
-0.14	0.27	9.72	-0.06	0.06	0.06	3460.54
-0.14	0.27	9.72	0.06	-0.06	0.00	3460.54
-0.14	0.30	9.75	0.06	-0.06	0.00	3460.55
-0.13	0.28	9.79	0.06	0.00	-0.06	3460.56
-0.13	0.28	9.79	0.06	0.00	-0.06	3460.56
-0.16	0.29	9.80	-0.06	-0.06	0.00	3460.57
-0.16	0.29	9.80	-0.06	-0.06	0.00	3460.57
-0.13	0.28	9.74	-0.06	-0.12	-0.06	3460.58
-0.13	0.28	9.74	-0.19	0.06	0.12	3460.58
-0.15	0.29	9.69	-0.19	0.06	0.12	3460.59
-0.13	0.29	9.75	-0.12	-0.06	-0.12	3460.60
-0.13	0.29	9.75	-0.12	-0.06	-0.12	3460.60
-0.14	0.29	9.78	-0.06	-0.19	0.12	3460.61
-0.14	0.29	9.78	-0.06	-0.19	0.12	3460.61
-0.12	0.30	9.79	0.00	0.06	0.25	3460.62
-0.12	0.30	9.79	-0.06	0.00	0.12	3460.62
-0.14	0.31	9.79	-0.06	0.00	0.12	3460.63
-0.17	0.26	9.71	-0.06	-0.12	-0.06	3460.64
-0.17	0.26	9.71	-0.06	-0.12	-0.06	3460.64
-0.13	0.31	9.73	0.00	-0.06	-0.06	3460.65
-0.13	0.31	9.73	0.00	-0.06	-0.06	3460.65
-0.19	0.24	9.78	-0.12	0.06	-0.06	3460.66
-0.19	0.24	9.78	-0.06	0.06	-0.12	3460.67
-0.14	0.29	9.80	-0.06	0.06	-0.12	3460.67
-0.15	0.29	9.82	0.00	0.00	0.12	3460.68
-0.15	0.29	9.82	0.00	0.00	0.12	3460.68
-0.15	0.26	9.71	-0.06	-0.06	0.00	3460.69
-0.15	0.26	9.71	-0.06	-0.06	0.00	3460.69
-0.12	0.31	9.72	0.06	0.12	-0.12	3460.70
-0.12	0.31	9.72	-0.06	0.06	-0.06	3460.71
-0.16	0.25	9.76	-0.06	0.06	-0.06	3460.71
-0.16	0.25	9.76	-0.12	0.06	-0.12	3460.72
-0.15	0.29	9.79	-0.12	0.06	-0.12	3460.72
-0.12	0.31	9.78	0.00	-0.12	0.06	3460.73
-0.12	0.31	9.78	0.00	-0.12	0.06	3460.73
-0.14	0.29	9.70	0.00	-0.12	-0.12	3460.74
-0.14	0.29	9.70	0.00	-0.06	0.00	3460.75
-0.14	0.31	9.76	0.00	-0.06	0.00	3460.75
-0.15	0.30	9.77	-0.12	-0.12	0.06	3460.76
-0.15	0.30	9.77	-0.12	-0.12	0.06	3460.76
-0.14	0.28	9.79	0.00	-0.19	0.06	3460.77
-0.14	0.28	9.79	0.00	-0.19	0.06	3460.77
-0.14	0.29	9.80	-0.06	-0.12	0.00	3460.78
-0.14	0.29	9.80	-0.06	-0.12	0.00	3460.79
-0.14	0.28	9.70	-0.12	-0.12	-0.06	3460.79
-0.14	0.28	9.70	-0.06	-0.06	-0.06	3460.80
-0.15	0.28	9.72	-0.06	-0.06	-0.06	3460.80
-0.13	0.29	9.78	-0.06	0.12	0.00	3460.81
-0.13	0.29	9.78	-0.06	0.12	0.00	3460.81
-0.14	0.28	9.79	0.00	0.00	0.06	3460.82
-0.14	0.28	9.79	0.00	0.00	0.06	3460.83
-0.14	0.29	9.77	-0.25	-0.06	-0.06	3460.83
-0.14	0.29	9.77	0.06	-0.19	0.00	3460.84
-0.16	0.28	9.73	0.06	-0.19	0.00	3460.84
-0.15	0.29	9.75	-0.12	0.19	-0.19	3460.85
-0.15	0.29	9.75	-0.12	0.19	-0.19	3460.85
-0.14	0.27	9.78	-0.06	0.00	0.06	3460.86
-0.14	0.27	9.78	-0.06	0.00	0.06	3460.87
-0.14	0.28	9.77	-0.12	0.00	0.00	3460.87
-0.14	0.28	9.77	-0.12	0.00	0.00	3460.88
-0.15	0.30	9.80	0.06	0.06	0.00	3460.88
-0.15	0.30	9.80	-0.25	-0.12	0.06	3460.89
-0.16	0.31	9.72	-0.25	-0.12	0.06	3460.89
-0.14	0.28	9.77	0.00	-0.12	0.00	3460.90
-0.14	0.28	9.77	0.00	-0.12	0.00	3460.91
-0.12	0.28	9.75	-0.19	0.06	0.06	3460.91
-0.12	0.28	9.75	0.00	0.00	-0.06	3460.92
-0.15	0.28	9.80	0.00	0.00	-0.06	3460.92
-0.15	0.28	9.80	0.06	-0.06	0.06	3460.93
-0.16	0.28	9.74	0.06	-0.06	0.06	3460.93
-0.15	0.29	9.71	0.00	0.06	-0.19	3460.94
-0.15	0.29	9.71	0.00	0.06	-0.19	3460.95
-0.12	0.28	9.71	-0.06	-0.06	-0.06	3460.95
-0.12	0.28	9.71	0.06	0.00	0.00	3460.96
-0.14	0.30	9.78	0.06	0.00	0.00	3460.96
-0.14	0.30	9.78	-0.06	-0.19	0.00	3460.97
-0.16	0.28	9.78	-0.06	-0.19	0.00	3460.97
-0.14	0.30	9.75	0.00	-0.19	0.06	3460.98
-0.14	0.30	9.75	0.00	-0.19	0.06	3460.99
-0.13	0.30	9.71	-0.06	0.00	0.00	3460.99
-0.13	0.30	9.71	0.00	0.00	0.06	3461.00
-0.14	0.29	9.73	0.00	0.00	0.06	3461.00
-0.14	0.30	9.78	0.06	0.00	-0.06	3461.01
-0.14	0.30	9.78	0.06	0.00	-0.06	3461.01
-0.13	0.32	9.80	-0.06	0.00	-0.12	3461.02
-0.13	0.32	9.80	-0.06	0.00	-0.12	3461.02
-0.13	0.29	9.79	0.00	0.00	0.00	3461.03
-0.13	0.29	9.79	0.00	0.00	0.00	3461.04
-0.16	0.26	9.71	0.00	0.00	0.00	3461.04
-0.16	0.26	9.71	0.00	0.12	0.06	3461.05
-0.14	0.29	9.75	0.00	0.12	0.06	3461.05
-0.13	0.30	9.77	0.00	0.12	0.00	3461.06
-0.13	0.30	9.77	0.00	0.12	0.00	3461.06
-0.14	0.27	9.81	0.00	0.00	-0.12	3461.07
-0.14	0.27	9.81	0.00	0.00	-0.12	3461.07
-0.14	0.29	9.81	0.12	0.12	-0.12	3461.08
-0.14	0.29	9.81	0.12	0.12	-0.12	3461.09
-0.16	0.29	9.72	0.12	-0.12	0.06	3461.09
-0.16	0.29	9.72	0.06	0.12	0.00	3461.10
-0.12	0.29	9.75	0.06	0.12	0.00	3461.10
-0.16	0.28	9.76	0.00	0.06	0.00	3461.11
-0.16	0.28	9.76	0.00	0.06	0.00	3461.11
-0.16	0.29	9.79	-0.12	-0.06	-0.12	3461.12
-0.16	0.29	9.79	-0.12	-0.06	-0.12	3461.13
-0.13	0.30	9.75	0.12	0.12	0.00	3461.13
-0.13	0.30	9.75	-0.06	0.06	0.00	3461.14
-0.12	0.28	9.69	-0.06	0.06	0.00	3461.14
-0.13	0.30	9.73	0.06	0.12	-0.06	3461.15
-0.13	0.30	9.73	0.06	0.12	-0.06	3461.16
-0.13	0.30	9.77	-0.06	0.12	0.12	3461.16
-0.13	0.30	9.77	-0.06	0.12	0.12	3461.17
-0.14	0.27	9.80	0.06	0.06	0.00	3461.17
-0.14	0.27	9.80	0.12	0.06	-0.06	3461.18
-0.13	0.30	9.78	0.12	0.06	-0.06	3461.19
-0.15	0.28	9.71	0.06	0.06	-0.06	3461.19
-0.15	0.28	9.71	0.06	0.06	-0.06	3461.20
-0.13	0.29	9.74	0.06	0.12	0.06	3461.20
-0.13	0.29	9.74	0.06	0.00	-0.12	3461.21
-0.15	0.28	9.78	0.06	0.00	-0.12	3461.21
-0.15	0.28	9.78	0.00	0.06	-0.06	3461.22
-0.13	0.28	9.79	0.00	0.06	-0.06	3461.22
-0.15	0.29	9.81	0.06	0.12	-0.06	3461.23
-0.15	0.29	9.81	0.06	0.12	-0.06	3461.24
-0.12	0.30	9.71	-0.06	0.12	0.06	3461.24
-0.12	0.30	9.71	-0.06	0.12	0.06	3461.25
-0.17	0.27	9.78	-0.06	-0.12	0.00	3461.25
-0.17	0.27	9.78	-0.12	-0.19	0.12	3461.26
-0.14	0.30	9.75	-0.12	-0.19	0.12	3461.26
-0.14	0.30	9.75	-0.06	0.00	0.06	3461.27
-0.13	0.30	9.79	-0.06	0.00	0.06	3461.28
-0.14	0.29	9.82	0.06	0.06	-0.12	3461.28
-0.14	0.29	9.82	0.06	0.06	-0.12	3461.29
-0.15	0.28	9.71	-0.06	0.19	0.06	3461.29
-0.15	0.28	9.71	0.12	0.12	0.00	3461.30
-0.13	0.28	9.72	0.12	0.12	0.00	3461.31
-0.15	0.27	9.76	0.00	-0.06	0.00	3461.31
-0.15	0.27	9.76	0.00	-0.06	0.00	3461.32
-0.14	0.30	9.78	0.00	-0.12	0.00	3461.32
-0.14	0.30	9.78	0.00	-0.12	0.00	3461.33
-0.14	0.30	9.75	0.06	0.00	-0.12	3461.33
-0.14	0.30	9.75	0.06	0.00	-0.12	3461.34
-0.15	0.31	9.71	0.12	0.25	-0.06	3461.34
-0.15	0.31	9.71	0.06	0.12	-0.19	3461.35
-0.17	0.27	9.73	0.06	0.12	-0.19	3461.36
-0.14	0.29	9.76	0.12	0.06	0.00	3461.36
-0.14	0.29	9.76	0.12	0.06	0.00	3461.37
-0.15	0.30	9.81	-0.06	-0.06	0.06	3461.37
-0.15	0.30	9.81	-0.06	-0.06	0.06	3461.38
-0.14	0.31	9.79	0.06	-0.19	0.00	3461.38
-0.14	0.31	9.79	0.00	0.06	0.12	3461.39
-0.14	0.29	9.71	0.00	0.06	0.12	3461.40
-0.14	0.29	9.74	0.06	-0.06	-0.12	3461.40
-0.14	0.29	9.74	0.06	-0.06	-0.12	3461.41
-0.15	0.28	9.78	-0.06	0.00	0.00	3461.41
-0.15	0.28	9.78	-0.06	0.00	0.00	3461.42
-0.15	0.28	9.81	-0.06	-0.06	0.00	3461.42
-0.15	0.28	9.81	0.00	-0.12	-0.06	3461.43
-0.15	0.30	9.79	0.00	-0.12	-0.06	3461.44
-0.16	0.29	9.71	-0.06	-0.12	0.00	3461.44
-0.16	0.29	9.71	-0.06	-0.12	0.00	3461.45
-0.15	0.28	9.71	0.06	-0.12	-0.12	3461.45
-0.15	0.28	9.71	0.00	0.06	0.00	3461.46
-0.14	0.31	9.74	0.00	0.06	0.00	3461.46
-0.14	0.31	9.74	0.00	0.31	0.00	3461.47
-0.17	0.28	9.79	0.00	0.31	0.00	3461.48
-0.12	0.30	9.75	0.06	0.12	0.06	3461.48
-0.12	0.30	9.75	0.06	0.12	0.06	3461.49
-0.15	0.27	9.70	0.06	0.25	-0.06	3461.49
-0.15	0.27	9.70	0.06	0.25	-0.06	3461.50
-0.12	0.29	9.73	0.00	0.00	0.06	3461.51
-0.15	0.27	9.78	-0.06	0.06	-0.06	3461.51
-0.15	0.27	9.78	-0.06	0.06	-0.06	3461.52
-0.15	0.27	9.78	0.00	0.19	-0.12	3461.52
-0.14	0.27	9.80	0.00	0.19	-0.12	3461.53
-0.14	0.30	9.78	0.06	0.06	0.06	3461.53
-0.14	0.30	9.78	0.06	0.06	0.06	3461.54
-0.12	0.27	9.70	0.12	0.19	-0.06	3461.54
-0.12	0.27	9.70	0.12	0.00	0.06	3461.55
-0.14	0.30	9.73	0.12	0.00	0.06	3461.56
-0.14	0.28	9.81	0.12	0.00	-0.06	3461.56
-0.14	0.28	9.81	0.12	0.00	-0.06	3461.57
-0.14	0.30	9.80	-0.06	-0.12	0.06	3461.57
-0.14	0.30	9.80	-0.06	-0.12	0.06	3461.58
-0.14	0.28	9.80	0.06	-0.19	0.00	3461.58
-0.14	0.28	9.80	0.06	-0.19	0.00	3461.59
-0.16	0.28	9.71	0.00	-0.12	0.06	3461.60
-0.16	0.28	9.71	0.06	-0.19	0.00	3461.60
-0.15	0.28	9.74	0.06	-0.19	0.00	3461.61
-0.16	0.28	9.79	-0.06	-0.06	0.00	3461.61
-0.16	0.28	9.79	-0.06	-0.06	0.00	3461.62
-0.13	0.30	9.79	-0.06	-0.06	0.00	3461.62
-0.13	0.30	9.79	-0.06	-0.06	0.00	3461.63
-0.16	0.28	9.80	-0.06	-0.19	0.00	3461.63
-0.16	0.28	9.80	0.06	0.06	0.00	3461.64
-0.13	0.29	9.70	0.06	0.06	0.00	3461.65
-0.13	0.28	9.76	-0.06	-0.25	0.19	3461.65
-0.13	0.28	9.76	-0.06	-0.25	0.19	3461.66
-0.13	0.28	9.76	-0.06	0.00	-0.06	3461.66
-0.13	0.28	9.76	-0.06	0.00	-0.06	3461.67
-0.15	0.29	9.78	-0.12	-0.19	0.00	3461.67
-0.15	0.29	9.78	0.06	0.00	0.06	3461.68
-0.16	0.29	9.76	0.06	0.00	0.06	3461.69
-0.16	0.27	9.70	-0.06	0.06	0.00	3461.69
-0.16	0.27	9.70	-0.06	0.06	0.00	3461.70
-0.14	0.29	9.75	0.00	0.00	0.00	3461.70
-0.14	0.29	9.75	0.00	0.00	0.00	3461.71
-0.15	0.27	9.78	0.12	0.00	0.12	3461.71
-0.15	0.27	9.78	0.06	0.12	0.00	3461.72
-0.15	0.27	9.79	0.06	0.12	0.00	3461.73
-0.15	0.27	9.79	-0.06	-0.12	-0.06	3461.73
-0.14	0.28	9.79	-0.06	-0.12	-0.06	3461.74
-0.14	0.30	9.71	-0.06	-0.06	0.00	3461.74
-0.14	0.30	9.71	-0.06	-0.06	0.00	3461.75
-0.16	0.28	9.71	0.00	-0.06	0.00	3461.76
-0.16	0.28	9.71	0.06	-0.12	0.06	3461.76
-0.13	0.29	9.75	0.06	-0.12	0.06	3461.77
-0.13	0.29	9.75	0.06	0.06	0.00	3461.77
-0.16	0.29	9.77	0.06	0.06	0.00	3461.78
-0.17	0.27	9.82	-0.06	0.12	-0.06	3461.78
-0.17	0.27	9.82	-0.06	0.12	-0.06	3461.79
-0.13	0.30	9.72	0.12	-0.06	-0.06	3461.79
-0.13	0.30	9.72	0.06	0.12	-0.06	3461.80
-0.19	0.28	9.73	0.06	0.12	-0.06	3461.81
-0.14	0.29	9.79	0.00	-0.06	-0.19	3461.81
-0.14	0.29	9.79	0.00	-0.06	-0.19	3461.82
-0.13	0.30	9.78	0.00	0.19	-0.12	3461.82
-0.13	0.30	9.78	0.00	0.19	-0.12	3461.83
-0.19	0.28	9.79	0.00	-0.19	0.12	3461.83
-0.19	0.28	9.79	0.00	-0.19	0.12	3461.84
-0.13	0.28	9.70	-0.12	-0.06	0.12	3461.85
-0.13	0.28	9.70	0.06	0.06	-0.06	3461.85
-0.14	0.28	9.71	0.06	0.06	-0.06	3461.86
-0.14	0.29	9.78	0.12	-0.06	0.00	3461.86
-0.14	0.29	9.78	0.12	-0.06	0.00	3461.87
-0.13	0.28	9.79	0.12	-0.31	-0.12	3461.87
-0.13	0.28	9.79	0.12	-0.31	-0.12	3461.88
-0.15	0.28	9.76	0.00	-0.12	0.06	3461.88
-0.15	0.28	9.76	0.12	-0.06	0.00	3461.89
-0.11	0.27	9.69	0.12	-0.06	0.00	3461.90
-0.15	0.27	9.73	0.06	0.00	-0.12	3461.90
-0.15	0.27	9.73	0.06	0.00	-0.12	3461.91
-0.14	0.29	9.77	-0.06	-0.19	0.06	3461.91
-0.14	0.29	9.77	-0.06	-0.19	0.06	3461.92
-0.15	0.27	9.81	-0.06	-0.25	0.12	3461.92
-0.15	0.27	9.81	-0.06	-0.25	0.12	3461.93
-0.14	0.29	9.81	0.00	0.00	-0.06	3461.94
-0.14	0.29	9.81	0.06	0.00	-0.06	3461.94
-0.13	0.27	9.71	0.06	0.00	-0.06	3461.95
-0.14	0.30	9.72	0.06	0.06	-0.12	3461.95
-0.14	0.30	9.72	0.06	0.06	-0.12	3461.96
-0.12	0.28	9.77	0.12	0.00	-0.12	3461.97
-0.12	0.28	9.77	0.00	-0.12	0.00	3461.97
-0.13	0.30	9.78	0.00	-0.12	0.00	3461.98
-0.13	0.27	9.80	0.00	0.00	0.12	3461.98
-0.13	0.27	9.80	0.00	0.00	0.12	3461.99
-0.13	0.27	9.70	0.00	-0.19	0.06	3462.00
-0.13	0.27	9.70	0.00	-0.19	0.06	3462.00
-0.14	0.30	9.77	0.12	0.06	-0.06	3462.01
-0.14	0.30	9.77	0.00	-0.12	-0.06	3462.01
-0.11	0.29	9.76	0.00	-0.12	-0.06	3462.02
-0.11	0.29	9.76	0.00	-0.06	0.06	3462.02
-0.14	0.28	9.81	0.00	-0.06	0.06	3462.03
-0.13	0.26	9.75	-0.06	0.00	-0.12	3462.03
-0.13	0.26	9.75	-0.06	0.00	-0.12	3462.04
-0.15	0.29	9.68	0.06	-0.19	-0.06	3462.05
-0.15	0.29	9.68	0.06	-0.19	-0.06	3462.05
-0.11	0.27	9.72	0.00	0.06	0.12	3462.06
-0.11	0.27	9.72	-0.12	-0.06	0.12	3462.06
-0.16	0.27	9.77	-0.12	-0.06	0.12	3462.07
-0.16	0.27	9.77	-0.12	-0.12	0.06	3462.07
-0.12	0.28	9.78	-0.12	-0.12	0.06	3462.08
-0.16	0.27	9.79	0.06	-0.12	0.00	3462.08
-0.16	0.27	9.79	0.06	-0.12	0.00	3462.09
-0.13	0.27	9.66	-0.06	-0.19	0.00	3462.10
-0.13	0.27	9.66	-0.06	-0.06	0.06	3462.10
-0.12	0.28	9.73	-0.06	-0.06	0.06	3462.11
-0.15	0.28	9.77	-0.06	-0.31	-0.06	3462.11
-0.15	0.28	9.77	-0.06	-0.31	-0.06	3462.12
-0.13	0.31	9.81	-0.12	0.00	0.06	3462.13
-0.13	0.31	9.81	-0.12	0.00	0.06	3462.13
-0.12	0.29	9.78	-0.06	-0.19	0.00	3462.14
-0.12	0.29	9.78	0.06	-0.12	0.06	3462.14
-0.14	0.26	9.71	0.06	-0.12	0.06	3462.15
-0.15	0.31	9.75	0.06	-0.12	0.00	3462.16
-0.15	0.31	9.75	0.06	-0.12	0.00	3462.16
-0.17	0.27	9.77	0.12	-0.06	0.06	3462.17
-0.17	0.27	9.77	0.12	-0.06	0.06	3462.17
-0.13	0.28	9.82	0.00	-0.06	-0.06	3462.18
-0.16	0.28	9.79	0.12	-0.12	0.06	3462.18
-0.16	0.28	9.79	0.12	-0.12	0.06	3462.19
-0.16	0.29	9.68	-0.06	0.00	0.00	3462.20
-0.16	0.29	9.68	-0.06	0.00	0.00	3462.20
-0.19	0.26	9.72	-0.06	0.06	0.06	3462.21
-0.19	0.26	9.72	0.12	0.19	0.06	3462.21
-0.13	0.28	9.76	0.12	0.19	0.06	3462.22
-0.13	0.28	9.76	0.12	0.12	-0.06	3462.22
-0.13	0.27	9.78	0.12	0.12	-0.06	3462.23
-0.13	0.31	9.74	0.00	-0.12	0.00	3462.24
-0.13	0.31	9.74	0.00	-0.12	0.00	3462.24
-0.15	0.28	9.68	-0.06	-0.06	0.00	3462.25
-0.15	0.28	9.68	-0.06	-0.06	0.00	3462.25
-0.13	0.32	9.73	0.00	-0.19	0.00	3462.26
-0.13	0.32	9.73	0.00	-0.19	0.06	3462.26
-0.13	0.26	9.77	0.00	-0.19	0.06	3462.27
-0.13	0.26	9.77	0.06	-0.19	-0.06	3462.27
-0.11	0.28	9.79	0.06	-0.19	-0.06	3462.28
-0.14	0.28	9.75	0.00	0.06	0.12	3462.29
-0.14	0.28	9.75	0.00	0.06	0.12	3462.29
-0.14	0.28	9.73	-0.06	0.00	0.06	3462.30
-0.14	0.28	9.73	0.06	-0.06	0.00	3462.30
-0.14	0.28	9.70	0.06	-0.06	0.00	3462.31
-0.15	0.29	9.76	0.06	0.06	0.06	3462.32
-0.15	0.29	9.76	0.06	0.06	0.06	3462.32
-0.14	0.28	9.78	-0.06	-0.06	-0.06	3462.33
-0.14	0.28	9.78	-0.06	-0.06	-0.06	3462.33
-0.14	0.30	9.77	0.00	-0.12	0.00	3462.34
-0.14	0.30	9.77	0.00	-0.12	0.00	3462.34
-0.15	0.28	9.69	0.06	-0.06	0.06	3462.35
-0.15	0.28	9.69	0.00	0.00	0.00	3462.35
-0.14	0.30	9.74	0.00	0.00	0.00	3462.36
-0.15	0.29	9.78	0.00	0.12	0.06	3462.37
-0.15	0.29	9.78	0.00	0.12	0.06	3462.37
-0.16	0.28	9.82	0.00	-0.19	0.06	3462.38
-0.16	0.28	9.82	0.00	-0.19	0.06	3462.38
-0.13	0.29	9.73	0.06	-0.06	0.00	3462.39
-0.13	0.29	9.73	0.00	0.00	0.00	3462.39
-0.12	0.27	9.71	0.00	0.00	0.00	3462.40
-0.13	0.27	9.73	-0.06	-0.12	0.00	3462.41
-0.13	0.27	9.73	-0.06	-0.12	0.00	3462.41
-0.13	0.31	9.77	0.06	-0.19	-0.06	3462.42
-0.13	0.31	9.77	0.06	-0.19	-0.06	3462.42
